Resource,Zone,Model,New_Build,Can_Retire,Existing_Cap_MW,Max_Cap_MW,Min_Cap_MW,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,Var_OM_Cost_per_MWh,Heat_Rate_MMBTU_per_MWh,Fuel,Cap_Size,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Up_Time,Down_Time,Ramp_Up_Percentage,Ramp_Dn_Percentage,Min_Power,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,region,cluster
57794_G_CT1,9,1,1,0,250,-1,0,65400,16291,4.5,7.05,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_West,1
57794_G_CT2,9,1,1,0,250,-1,0,65400,16291,4.5,7.05,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_West,1
57794_G_ST1,9,1,1,0,245,-1,0,65400,16291,4.5,7.05,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_West,1
57839_G_CT001,5,1,1,0,206.8,-1,0,65400,16291,4.5,7.05,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
57839_G_CT002,5,1,1,0,203.6,-1,0,65400,16291,4.5,7.05,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
57839_G_ST001,5,1,1,0,314.8,-1,0,65400,16291,4.5,7.05,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
57893_G_LFG1,9,1,1,0,1,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_West,1
57897_G_UNT1,4,1,1,0,1.6,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
57897_G_UNT2,4,1,1,0,1.6,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
57897_G_UNT3,4,1,1,0,1.6,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
57897_G_UNT4,4,1,1,0,1.6,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
57908_G_CTG1,9,1,1,0,13.7,-1,0,65400,16291,4.5,5.5,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_West,1
57908_G_CTG2,9,1,1,0,13.7,-1,0,65400,16291,4.5,5.5,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_West,1
57908_G_P005,9,1,1,0,1.9,-1,0,65400,16291,4.5,13.469,Distillate Fuel Oil,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_West,1
57908_G_STG,9,1,1,0,21.5,-1,0,65400,16291,4.5,5.5,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_West,1
57929_G_P007,9,1,1,0,1.7,-1,0,65400,16291,4.5,13.469,Distillate Fuel Oil,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_West,1
57929_G_P008,9,1,1,0,1.5,-1,0,65400,16291,4.5,13.469,Distillate Fuel Oil,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_West,1
57929_G_P058,9,1,1,0,2.5,-1,0,65400,16291,4.5,9.905,Distillate Fuel Oil,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_West,1
57929_G_STG,9,1,1,0,1.2,-1,0,65400,16291,4.5,11.798,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_West,1
58047_G_2,1,1,1,0,0.3,-1,0,65400,16291,4.5,13.469,Distillate Fuel Oil,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_AP,1
58047_G_3,1,1,1,0,0.8,-1,0,65400,16291,4.5,13.469,Distillate Fuel Oil,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_AP,1
58057_G_WWTP,4,1,1,0,1.4,-1,0,65400,16291,4.5,11.084,Non-Fossil Waste,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
58079_G_GT-1,5,1,1,0,209.3,-1,0,65400,16291,4.5,7.05,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
58079_G_GT-2,5,1,1,0,210.4,-1,0,65400,16291,4.5,7.05,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
58079_G_STG-1,5,1,1,0,285.3,-1,0,65400,16291,4.5,7.05,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
58110_G_BRK,5,1,1,0,2.6,-1,0,65400,16291,4.5,7.659,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
58172_G_UINT3,5,1,1,0,2,-1,0,65400,16291,4.5,13.385,Distillate Fuel Oil,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
58172_G_UNIT1,5,1,1,0,2,-1,0,65400,16291,4.5,13.585,Distillate Fuel Oil,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
58172_G_UNIT2,5,1,1,0,2,-1,0,65400,16291,4.5,13.585,Distillate Fuel Oil,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
58177_G_1,3,1,1,0,1,-1,0,65400,16291,4.5,4.424,Non-Fossil Waste,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_COMD,1
58177_G_2,3,1,1,0,1,-1,0,65400,16291,4.5,4.424,Non-Fossil Waste,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_COMD,1
58177_G_3,3,1,1,0,1,-1,0,65400,16291,4.5,4.424,Non-Fossil Waste,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_COMD,1
58195_G_CT1,1,1,1,0,7.4,-1,0,65400,16291,4.5,8.7,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_AP,1
58207_G_G1,7,1,1,0,5.6,-1,0,65400,16291,4.5,10.745,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_SMAC,1
58207_G_G10,7,1,1,0,2.3,-1,0,65400,16291,4.5,13.469,Distillate Fuel Oil,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_SMAC,1
58207_G_G11,7,1,1,0,2.3,-1,0,65400,16291,4.5,13.469,Distillate Fuel Oil,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_SMAC,1
58207_G_G12,7,1,1,0,5,-1,0,65400,16291,4.5,8.762,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_SMAC,1
58207_G_G2,7,1,1,0,2.3,-1,0,65400,16291,4.5,13.469,Distillate Fuel Oil,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_SMAC,1
58207_G_G3,7,1,1,0,4.3,-1,0,65400,16291,4.5,11.985,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_SMAC,1
58207_G_G4,7,1,1,0,4.3,-1,0,65400,16291,4.5,11.985,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_SMAC,1
58207_G_G5,7,1,1,0,4.3,-1,0,65400,16291,4.5,11.985,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_SMAC,1
58207_G_G6,7,1,1,0,4.3,-1,0,65400,16291,4.5,12.369,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_SMAC,1
58207_G_G7,7,1,1,0,7.5,-1,0,65400,16291,4.5,8.762,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_SMAC,1
58207_G_G8,7,1,1,0,7.5,-1,0,65400,16291,4.5,8.762,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_SMAC,1
58207_G_G9,7,1,1,0,4.5,-1,0,65400,16291,4.5,8.762,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_SMAC,1
58208_G_1,5,1,1,0,9.1,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
58235_G_1,5,1,1,0,55,-1,0,65400,16291,4.5,10.745,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
58245_G_GEN1,3,1,1,0,0.8,-1,0,65400,16291,4.5,8.7,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_COMD,1
58245_G_GEN2,3,1,1,0,0.8,-1,0,65400,16291,4.5,8.7,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_COMD,1
58245_G_GEN3,3,1,1,0,0.8,-1,0,65400,16291,4.5,8.7,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_COMD,1
58245_G_GEN4,3,1,1,0,0.8,-1,0,65400,16291,4.5,8.7,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_COMD,1
58246_G_CAT1,7,1,1,0,1.5,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_SMAC,1
58246_G_CAT2,7,1,1,0,1.5,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_SMAC,1
58250_G_GEN1,5,1,1,0,1.6,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
58252_G_JEN1,7,1,1,0,1,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_SMAC,1
58260_G_CT01,4,1,1,0,263.9,-1,0,65400,16291,4.5,7.063,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
58260_G_CT02,4,1,1,0,263.9,-1,0,65400,16291,4.5,7.063,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
58260_G_CT03,4,1,1,0,263.9,-1,0,65400,16291,4.5,7.063,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
58260_G_ST01,4,1,1,0,579.4,-1,0,65400,16291,4.5,7.063,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
58269_G_G1,2,1,1,0,2,-1,0,65400,16291,4.5,10.938,Distillate Fuel Oil,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_ATSI,1
58269_G_G2,2,1,1,0,2,-1,0,65400,16291,4.5,10.95,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_ATSI,1
58269_G_G3,2,1,1,0,2,-1,0,65400,16291,4.5,10.95,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_ATSI,1
58269_G_G4,2,1,1,0,2,-1,0,65400,16291,4.5,10.95,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_ATSI,1
58269_G_G5,2,1,1,0,2,-1,0,65400,16291,4.5,10.95,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_ATSI,1
58269_G_G6,2,1,1,0,2,-1,0,65400,16291,4.5,10.95,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_ATSI,1
58326_G_NBG1,5,1,1,0,1.4,-1,0,65400,16291,4.5,9.526,Non-Fossil Waste,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
58326_G_NBG2,5,1,1,0,1.4,-1,0,65400,16291,4.5,9.526,Non-Fossil Waste,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
58326_G_NBG3,5,1,1,0,1.4,-1,0,65400,16291,4.5,9.526,Non-Fossil Waste,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
58326_G_NBG4,5,1,1,0,1.4,-1,0,65400,16291,4.5,9.526,Non-Fossil Waste,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
58377_G_REC1,3,1,1,0,1.6,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_COMD,1
58377_G_REC3,3,1,1,0,1.6,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_COMD,1
58420_G_GEN1,6,1,1,0,412.5,-1,0,65400,16291,4.5,7.05,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_PENE,1
58420_G_GEN2,6,1,1,0,412.5,-1,0,65400,16291,4.5,7.05,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_PENE,1
58426_G_GEN1,8,1,1,0,412.5,-1,0,65400,16291,4.5,7.05,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_WMAC,1
58426_G_GEN2,8,1,1,0,382.5,-1,0,65400,16291,4.5,7.05,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_WMAC,1
58433_G_RED1,5,1,1,0,5.9,-1,0,65400,16291,4.5,7.539,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
58433_G_RED2,5,1,1,0,5.3,-1,0,65400,16291,4.5,7.539,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
58433_G_RED3,5,1,1,0,3.5,-1,0,65400,16291,4.5,7.539,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
58433_G_RED4,5,1,1,0,3.6,-1,0,65400,16291,4.5,7.539,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
58433_G_RED5,5,1,1,0,3.4,-1,0,65400,16291,4.5,7.539,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
58433_G_RED6,5,1,1,0,3.2,-1,0,65400,16291,4.5,7.539,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
58476_G_LFGT1,5,1,1,0,4.6,-1,0,65400,16291,4.5,11.705,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
58476_G_LFGT2,5,1,1,0,4.6,-1,0,65400,16291,4.5,11.705,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
58497_G_GEN1,5,1,1,0,1.6,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
58497_G_GEN2,5,1,1,0,1.6,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
58546_G_GEN1,9,1,1,0,1.6,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_West,1
58546_G_GEN2,9,1,1,0,1.6,-1,0,65400,16291,4.5,13.5,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_West,1
58546_G_GEN3,9,1,1,0,0.8,-1,0,65400,16291,4.5,8.513,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_West,1
58565_G_GENRF,8,1,1,0,2.5,-1,0,65400,16291,4.5,40,Biomass,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_WMAC,1
58714_G_GEN1,6,1,1,0,4.2,-1,0,65400,16291,4.5,10.745,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_PENE,1
58714_G_GEN2,6,1,1,0,4.2,-1,0,65400,16291,4.5,10.745,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_PENE,1
58714_G_GEN3,6,1,1,0,4.2,-1,0,65400,16291,4.5,10.745,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_PENE,1
58714_G_GEN4,6,1,1,0,4.2,-1,0,65400,16291,4.5,10.745,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_PENE,1
58714_G_GEN5,6,1,1,0,4.2,-1,0,65400,16291,4.5,10.745,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_PENE,1
58715_G_GEN1,6,1,1,0,4.2,-1,0,65400,16291,4.5,10.745,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_PENE,1
58715_G_GEN2,6,1,1,0,4.2,-1,0,65400,16291,4.5,10.745,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_PENE,1
58715_G_GEN3,6,1,1,0,4.2,-1,0,65400,16291,4.5,10.745,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_PENE,1
58715_G_GEN4,6,1,1,0,4.2,-1,0,65400,16291,4.5,10.745,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_PENE,1
58715_G_GEN5,6,1,1,0,4.2,-1,0,65400,16291,4.5,10.745,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_PENE,1
58811_G_GEN1,6,1,1,0,4.2,-1,0,65400,16291,4.5,10.745,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_PENE,1
58811_G_GEN2,6,1,1,0,4.2,-1,0,65400,16291,4.5,10.745,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_PENE,1
58811_G_GEN3,6,1,1,0,4.2,-1,0,65400,16291,4.5,10.745,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_PENE,1
58811_G_GEN4,6,1,1,0,4.2,-1,0,65400,16291,4.5,10.745,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_PENE,1
58811_G_GEN5,6,1,1,0,4.2,-1,0,65400,16291,4.5,10.745,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_PENE,1
58813_G_1,6,1,1,0,6.8,-1,0,65400,16291,4.5,10.745,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_PENE,1
58813_G_2,6,1,1,0,6.8,-1,0,65400,16291,4.5,10.745,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_PENE,1
58813_G_3,6,1,1,0,6.8,-1,0,65400,16291,4.5,10.745,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_PENE,1
58818_G_1,6,1,1,0,6.8,-1,0,65400,16291,4.5,10.745,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_PENE,1
58818_G_2,6,1,1,0,6.8,-1,0,65400,16291,4.5,10.745,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_PENE,1
58818_G_3,6,1,1,0,6.8,-1,0,65400,16291,4.5,10.745,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_PENE,1
58825_G_STH1,3,1,1,0,0.6,-1,0,65400,16291,4.5,8.7,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_COMD,1
58825_G_STH2,3,1,1,0,0.6,-1,0,65400,16291,4.5,8.7,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_COMD,1
58897_G_19G01,5,1,1,0,1.6,-1,0,65400,16291,4.5,11.686,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
58897_G_19G02,5,1,1,0,1.6,-1,0,65400,16291,4.5,11.686,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
58897_G_19G03,5,1,1,0,1.6,-1,0,65400,16291,4.5,11.686,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
58897_G_19G04,5,1,1,0,1.6,-1,0,65400,16291,4.5,11.686,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
58897_G_19G05,5,1,1,0,1.6,-1,0,65400,16291,4.5,11.686,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
58897_G_19G06,5,1,1,0,1.6,-1,0,65400,16291,4.5,11.686,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
58897_G_19G07,5,1,1,0,1.6,-1,0,65400,16291,4.5,11.686,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
58897_G_19G08,5,1,1,0,1.6,-1,0,65400,16291,4.5,11.686,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
58897_G_19G09,5,1,1,0,1.6,-1,0,65400,16291,4.5,11.686,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
58897_G_19G10,5,1,1,0,1.6,-1,0,65400,16291,4.5,11.686,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
58921_G_GEN1,2,1,1,0,1.2,-1,0,65400,16291,4.5,13.5,Non-Fossil Waste,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_ATSI,1
58921_G_GEN2,2,1,1,0,1.2,-1,0,65400,16291,4.5,13.5,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_ATSI,1
58933_G_GTG1,2,1,1,0,37.1,-1,0,65400,16291,4.5,6.59,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_ATSI,1
58933_G_GTG2,2,1,1,0,37.1,-1,0,65400,16291,4.5,6.59,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_ATSI,1
58933_G_GTG3,2,1,1,0,37.1,-1,0,65400,16291,4.5,6.59,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_ATSI,1
58933_G_STG1,2,1,1,0,72.7,-1,0,65400,16291,4.5,6.59,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_ATSI,1
58933_G_STG2,2,1,1,0,72.7,-1,0,65400,16291,4.5,6.59,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_ATSI,1
58947_G_DG101,5,1,1,0,0.9,-1,0,65400,16291,4.5,25,Distillate Fuel Oil,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
58947_G_TG101,5,1,1,0,4,-1,0,65400,16291,4.5,17.075,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
58947_G_TG102,5,1,1,0,5.4,-1,0,65400,16291,4.5,9.905,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
58980_G_2G-1,2,1,1,0,0.6,-1,0,65400,16291,4.5,12.02,Non-Fossil Waste,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_ATSI,1
58980_G_2G-2,2,1,1,0,0.6,-1,0,65400,16291,4.5,12.02,Non-Fossil Waste,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_ATSI,1
58980_G_2G-3,2,1,1,0,0.6,-1,0,65400,16291,4.5,12.02,Non-Fossil Waste,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_ATSI,1
59004_G_GEN1,4,1,1,0,220,-1,0,65400,16291,4.5,7.05,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
59004_G_GEN2,4,1,1,0,220,-1,0,65400,16291,4.5,7.05,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
59004_G_GEN3,4,1,1,0,326,-1,0,65400,16291,4.5,7.05,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_Dom,1
59012_G_TURB1,7,1,1,0,4,-1,0,65400,16291,4.5,10.135,Non-Fossil Waste,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_SMAC,1
59012_G_TURB2,7,1,1,0,4,-1,0,65400,16291,4.5,10.135,Non-Fossil Waste,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_SMAC,1
59012_G_TURB3,7,1,1,0,4,-1,0,65400,16291,4.5,10.135,Non-Fossil Waste,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_SMAC,1
59026_G_CHP 1,7,1,1,0,0.9,-1,0,65400,16291,4.5,16.767,Non-Fossil Waste,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_SMAC,1
59026_G_CHP 2,7,1,1,0,0.9,-1,0,65400,16291,4.5,16.769,Non-Fossil Waste,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_SMAC,1
59055_G_CHP1,5,1,1,0,3,-1,0,65400,16291,4.5,10.745,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
59056_G_GEN 1,5,1,1,0,3.8,-1,0,65400,16291,4.5,10.745,Natural Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
591_G_CH11,5,1,1,0,25,-1,0,65400,16291,4.5,23.603,Distillate Fuel Oil,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
591_G_CH14,5,1,1,0,25,-1,0,65400,16291,4.5,23.618,Distillate Fuel Oil,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
59116_G_V1021,5,1,1,0,2.1,-1,0,65400,16291,4.5,14.103,Landfill Gas,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
592_G_DC10,5,1,1,0,18,-1,0,65400,16291,4.5,14.445,Distillate Fuel Oil,250,91,2,6,6,0.64,0.64,0.474,0.25,0.5,0,0,PJM_EMAC,1
